0.000000000000000000e+00 2.500000000000000000e+00
2.004008016032064188e-01 3.502004008016032177e+00
4.008016032064128376e-01 4.504008016032064354e+00
6.012024048096192841e-01 5.506012024048096976e+00
8.016032064128256751e-01 6.508016032064128709e+00
1.002004008016032177e+00 7.510020040080160442e+00
1.202404809619238568e+00 8.512024048096193951e+00
1.402805611222444959e+00 9.514028056112223908e+00
1.603206412825651350e+00 1.051603206412825742e+01
1.803607214428857741e+00 1.151803607214428915e+01
2.004008016032064354e+00 1.252004008016032088e+01
2.204408817635270523e+00 1.352204408817635262e+01
2.404809619238477136e+00 1.452404809619238613e+01
2.605210420841683305e+00 1.552605210420841608e+01
2.805611222444889918e+00 1.652805611222444782e+01
3.006012024048096087e+00 1.753006012024048133e+01
3.206412825651302700e+00 1.853206412825651483e+01
3.406813627254509314e+00 1.953406813627254479e+01
3.607214428857715482e+00 2.053607214428857830e+01
3.807615230460922096e+00 2.153807615230461181e+01
4.008016032064128709e+00 2.254008016032064177e+01
4.208416833667334878e+00 2.354208416833667528e+01
4.408817635270541047e+00 2.454408817635270523e+01
4.609218436873747216e+00 2.554609218436873519e+01
4.809619238476954273e+00 2.654809619238477225e+01
5.010020040080160442e+00 2.755010020040080221e+01
5.210420841683366611e+00 2.855210420841683217e+01
5.410821643286573668e+00 2.955410821643286923e+01
5.611222444889779837e+00 3.055611222444889918e+01
5.811623246492986006e+00 3.155811623246492914e+01
6.012024048096192175e+00 3.256012024048096265e+01
6.212424849699399232e+00 3.356212424849699971e+01
6.412825651302605401e+00 3.456412825651302967e+01
6.613226452905811570e+00 3.556613226452905963e+01
6.813627254509018627e+00 3.656813627254508958e+01
7.014028056112224796e+00 3.757014028056112664e+01
7.214428857715430965e+00 3.857214428857715660e+01
7.414829659318637134e+00 3.957414829659318656e+01
7.615230460921844191e+00 4.057615230460922362e+01
7.815631262525050360e+00 4.157815631262525358e+01
8.016032064128257417e+00 4.258016032064128353e+01
8.216432865731462698e+00 4.358216432865731349e+01
8.416833667334669755e+00 4.458416833667335055e+01
8.617234468937876812e+00 4.558617234468938761e+01
8.817635270541082093e+00 4.658817635270541047e+01
9.018036072144289150e+00 4.759018036072144753e+01
9.218436873747494431e+00 4.859218436873747038e+01
9.418837675350701488e+00 4.959418837675350744e+01
9.619238476953908545e+00 5.059619238476954450e+01
9.819639278557113826e+00 5.159819639278556735e+01
1.002004008016032088e+01 5.260020040080160442e+01
1.022044088176352794e+01 5.360220440881764148e+01
1.042084168336673322e+01 5.460420841683366433e+01
1.062124248496994028e+01 5.560621242484970139e+01
1.082164328657314734e+01 5.660821643286573845e+01
1.102204408817635262e+01 5.761022044088176131e+01
1.122244488977955967e+01 5.861222444889779837e+01
1.142284569138276673e+01 5.961422845691383543e+01
1.162324649298597201e+01 6.061623246492985828e+01
1.182364729458917907e+01 6.161823647294589534e+01
1.202404809619238435e+01 6.262024048096192530e+01
1.222444889779559141e+01 6.362224448897795526e+01
1.242484969939879846e+01 6.462424849699399942e+01
1.262525050100200374e+01 6.562625250501001517e+01
1.282565130260521080e+01 6.662825651302605934e+01
1.302605210420841786e+01 6.763026052104208929e+01
1.322645290581162314e+01 6.863226452905811925e+01
1.342685370741483020e+01 6.963426853707414921e+01
1.362725450901803725e+01 7.063627254509017916e+01
1.382765531062124253e+01 7.163827655310620912e+01
1.402805611222444959e+01 7.264028056112225329e+01
1.422845691382765487e+01 7.364228456913826903e+01
1.442885771543086193e+01 7.464428857715431320e+01
1.462925851703406899e+01 7.564629258517034316e+01
1.482965931863727427e+01 7.664829659318637312e+01
1.503006012024048133e+01 7.765030060120240307e+01
1.523046092184368838e+01 7.865230460921844724e+01
1.543086172344689366e+01 7.965430861723446299e+01
1.563126252505010072e+01 8.065631262525050715e+01
1.583166332665330778e+01 8.165831663326653711e+01
1.603206412825651483e+01 8.266032064128256707e+01
1.623246492985972012e+01 8.366232464929859702e+01
1.643286573146292540e+01 8.466432865731462698e+01
1.663326653306613423e+01 8.566633266533067115e+01
1.683366733466933951e+01 8.666833667334670110e+01
1.703406813627254479e+01 8.767034068136271685e+01
1.723446893787575362e+01 8.867234468937877523e+01
1.743486973947895891e+01 8.967434869739479097e+01
1.763527054108216419e+01 9.067635270541082093e+01
1.783567134268537302e+01 9.167835671342686510e+01
